job_id,job_title,sector,district,industrial_cluster,required_micro_skills,nsqf_level,proficiency_level,experience_required_years,min_salary,max_salary,posting_source,demand_trend
D74B11F4,Industrial Robotics Maintenance Technician,Advanced Manufacturing,Nagpur,Hingna,servo motor calibration; safety PLCs; FANUC/KUKA commissioning; PLC programming; pneumatic systems; robot teach pendant,5,L1,2.4,26592,51556,Times Jobs,Emerging
89F2F45F,Electrician (Industrial),Electrical,Amravati,Nandgaonpeth,safety regulations; PLC basics; panel wiring; earthing; electrical drawings,3,L1,3.9,11692,24267,NCS Portal,Stable
823DBB28,EV Battery Assembly Technician,Electric Vehicles,Palghar,Tarapur,EV safety protocols; thermal management; DC bus wiring; BMS calibration,4,L3,0.2,19063,33781,Times Jobs,Emerging
41FA758C,Green Building Technician,Construction,Mumbai,BKC,IGBC norms; rainwater harvesting; energy auditing basics; MEP coordination; EV charging infra,4,L2,1.8,18541,32983,LinkedIn,Emerging
FC8EF666,EV Battery Assembly Technician,Electric Vehicles,Pune,Pimpri-Chinchwad,Li-ion cell handling; spot welding; BMS calibration; EV safety protocols; DC bus wiring,4,L2,0.8,23687,42812,LinkedIn,Emerging
DED3F46B,Solar PV Installation Technician,Renewable Energy,Bhandara,Bhandara MIDC,shadow analysis; earthing & bonding; DC cabling; rooftop module mounting; string inverter commissioning,4,L1,1.8,12414,25859,NCS Portal,Emerging
E0391BA8,Electrician (Industrial),Electrical,Sangli,Miraj,safety regulations; motor winding; electrical drawings; panel wiring,3,L3,1.6,12560,24074,NCS Portal,Stable
E59C6305,Data Entry Operator,IT/BPO,Nagpur,Butibori,basic internet; tally basics; typing speed 40wpm,2,L3,1.4,8644,13090,NCS Portal,Declining
6143103E,Green Building Technician,Construction,Mumbai,Andheri-MIDC,MEP coordination; energy auditing basics; EV charging infra; IGBC norms; BIM awareness; rainwater harvesting,4,L1,2.4,18461,34626,LinkedIn,Emerging
1056F4C5,CNC/VMC Operator,Precision Engineering,Nashik,Satpur,Fanuc CNC controls; quality inspection; CAD/CAM basics; tool offsets; G-code programming,4,L3,1.0,16368,33491,Times Jobs,Stable
A4407C93,EV Battery Assembly Technician,Electric Vehicles,Pune,Ranjangaon,spot welding; Li-ion cell handling; BMS calibration; DC bus wiring; EV safety protocols,4,L2,2.6,22478,41891,Naukri.com,Emerging
95290714,Welder (MIG/TIG/Arc),Engineering,Mumbai,Thane-Wagle,distortion control; PPE compliance; TIG welding; MIG welding,3,L3,6.7,14632,29525,NCS Portal,Stable
A475E8BC,Solar PV Installation Technician,Renewable Energy,Solapur,Hotgi,rooftop module mounting; shadow analysis; net metering; earthing & bonding; string inverter commissioning; DC cabling,4,L3,1.5,15651,30985,apna.co,Emerging
60E892F3,Industrial Robotics Maintenance Technician,Advanced Manufacturing,Nashik,Satpur,pneumatic systems; PLC programming; servo motor calibration; FANUC/KUKA commissioning,5,L1,1.2,25967,48852,Mahaswayam,Emerging
BEC16E45,Welder (MIG/TIG/Arc),Engineering,Thane,Dombivli-MIDC,SMAW; weld inspection; MIG welding,3,L2,0.2,15006,28409,apna.co,Stable
39689B45,Data Entry Operator,IT/BPO,Pune,Chakan,basic internet; typing speed 40wpm; MS Office; tally basics,2,L2,0.3,9286,14566,NCS Portal,Declining
C934D2A9,Turnerr / Machinist,Precision Engineering,Nashik,Satpur,coolant management; measurement tools; boring & drilling; lathe operation; turning & facing,3,L2,2.7,12825,23081,Naukri.com,Stable
B8CB6531,EV Battery Assembly Technician,Electric Vehicles,Nashik,Sinnar,EV safety protocols; thermal management; BMS calibration; spot welding,4,L3,2.6,21084,38943,LinkedIn,Emerging
5B298575,Plumber,Construction,Aurangabad,Waluj,plumbing drawings; water treatment basics; sanitary installation,3,L2,4.3,12089,21247,Times Jobs,Stable
338C1D9E,Industrial Robotics Maintenance Technician,Advanced Manufacturing,Mumbai,Thane-Wagle,safety PLCs; PLC programming; pneumatic systems,5,L1,4.2,28932,57622,Naukri.com,Emerging
B8AAFDE8,Data Entry Operator,IT/BPO,Thane,Dombivli-MIDC,tally basics; MS Office; basic internet,2,L2,2.3,9792,15790,Company Website,Declining
77524387,AC & Refrigeration Technician,HVAC,Nagpur,MIDC Nagpur,AMC documentation; BMS controls; refrigerant handling; VRF systems; electrical troubleshooting; gas charging,4,L1,2.8,14932,28685,Company Website,Stable
057E0B3E,Industrial Robotics Maintenance Technician,Advanced Manufacturing,Aurangabad,Chikalthana,servo motor calibration; pneumatic systems; safety PLCs,5,L2,3.8,26243,53963,apna.co,Emerging
EF6E0D7F,Offset Printer Operator,Printing & Packaging,Pune,Pimpri-Chinchwad,color registration; ink mixing; offset press operation; plate burning; bindery operations,3,L2,3.1,10162,19060,Naukri.com,Declining
5880C1DE,Welder (MIG/TIG/Arc),Engineering,Pune,Ranjangaon,weld inspection; SMAW; TIG welding; distortion control,3,L2,3.5,14873,27488,NCS Portal,Stable
ED0DDD4E,Welder (MIG/TIG/Arc),Engineering,Aurangabad,Chikalthana,distortion control; MIG welding; weld inspection; TIG welding,3,L2,4.3,13255,26594,NCS Portal,Stable
25A8A320,Health & Safety Officer (Factory),Industrial Safety,Thane,Bhiwandi,fire drill coordination; permit-to-work; MSDS interpretation,5,L2,6.9,27113,47670,Company Website,Stable
06A96FA8,Plumber,Construction,Nagpur,MIDC Nagpur,sanitary installation; pressure testing; plumbing drawings; pipe fitting,3,L2,3.8,11730,22550,apna.co,Stable
D4447BDF,Welder (MIG/TIG/Arc),Engineering,Pune,Talegaon,MIG welding; distortion control; PPE compliance,3,L2,5.7,14351,28096,LinkedIn,Stable
DD58DF26,Electrician (Industrial),Electrical,Kolhapur,Gokul-Shirgaon,PLC basics; motor winding; electrical drawings; earthing; safety regulations; panel wiring,3,L2,5.2,12693,25134,Times Jobs,Stable
73A0A8F1,Electrician (Industrial),Electrical,Pune,Chakan,earthing; safety regulations; electrical drawings; PLC basics; panel wiring; motor winding,3,L2,0.1,14628,29525,Mahaswayam,Stable
E2BA02A7,Plumber,Construction,Pune,Pimpri-Chinchwad,plumbing drawings; pressure testing; pipe fitting; sanitary installation; water treatment basics,3,L2,4.3,13424,25352,Company Website,Stable
D2F21518,CNC/VMC Operator,Precision Engineering,Aurangabad,Chikalthana,quality inspection; CAD/CAM basics; tool offsets; G-code programming; tolerance measurement; Fanuc CNC controls,4,L3,2.9,17722,35637,Company Website,Stable
1603F4C1,Electrician (Industrial),Electrical,Thane,Murbad,earthing; panel wiring; safety regulations,3,L2,2.8,14345,29013,NCS Portal,Stable
38850F01,Offset Printer Operator,Printing & Packaging,Pune,Pimpri-Chinchwad,color registration; bindery operations; plate burning,3,L3,0.4,10579,19654,Mahaswayam,Declining
73D1E4BB,Fitter (Industrial),Engineering,Thane,Dombivli-MIDC,surface finishing; blueprint reading; thread cutting; measurement tools; assembly & fitting; bench work,3,L1,2.6,14505,26517,Mahaswayam,Stable
C591F3F6,AC & Refrigeration Technician,HVAC,Mumbai,BKC,gas charging; electrical troubleshooting; VRF systems,4,L3,5.0,17576,33290,Naukri.com,Stable
943787A9,AC & Refrigeration Technician,HVAC,Beed,Beed MIDC,refrigerant handling; gas charging; electrical troubleshooting; BMS controls; VRF systems; AMC documentation,4,L2,1.9,12341,23908,Naukri.com,Stable
CF2786AE,Plumber,Construction,Raigad,Patalganga,plumbing drawings; sanitary installation; pipe fitting; pressure testing,3,L3,2.1,11247,20341,LinkedIn,Stable
2FFFF14A,CNC/VMC Operator,Precision Engineering,Kolhapur,Kagal,G-code programming; Fanuc CNC controls; tolerance measurement; CAD/CAM basics; quality inspection,4,L2,0.5,16616,34317,apna.co,Stable
13BA1304,AI-assisted Quality Inspector,Advanced Manufacturing,Aurangabad,Waluj,computer vision basics; defect classification; image annotation; CMM operation; Python/ML awareness; SPC analysis,5,L1,1.4,25561,45022,apna.co,Emerging
68786A59,Green Building Technician,Construction,Thane,Dombivli-MIDC,EV charging infra; MEP coordination; rainwater harvesting; BIM awareness,4,L2,3.3,18687,35626,NCS Portal,Emerging
07843F50,Solar PV Installation Technician,Renewable Energy,Pune,Pimpri-Chinchwad,string inverter commissioning; net metering; shadow analysis; rooftop module mounting; DC cabling,4,L2,2.5,17162,32277,Indeed,Emerging
501CAC35,Welder (MIG/TIG/Arc),Engineering,Pune,Chakan,TIG welding; weld inspection; MIG welding,3,L2,4.9,14888,28189,LinkedIn,Stable
DA395D64,CNC/VMC Operator,Precision Engineering,Aurangabad,Chikalthana,Fanuc CNC controls; quality inspection; tolerance measurement; G-code programming; CAD/CAM basics; tool offsets,4,L3,5.0,17808,33821,Indeed,Stable
40DB0C73,Fitter (Industrial),Engineering,Kolhapur,Kagal,measurement tools; bench work; blueprint reading; thread cutting; assembly & fitting,3,L1,0.6,12872,22723,Times Jobs,Stable
54305515,Industrial IoT Technician,Industry 4.0,Osmanabad,Osmanabad MIDC,MQTT protocol; edge computing; OPC-UA; cloud dashboards,5,L2,2.8,22770,48256,Times Jobs,Emerging
4AF55211,Fitter (Industrial),Engineering,Beed,Beed MIDC,thread cutting; bench work; assembly & fitting,3,L2,3.3,11502,19471,apna.co,Stable
236EDC45,Manual Draftsman (Drawing Board),Engineering,Pune,Ranjangaon,manual drawing board; T-square drafting; basic AutoCAD; 2D blueprint reading,3,L1,4.3,10218,17762,Indeed,Declining
1D134D7C,Welder (MIG/TIG/Arc),Engineering,Mumbai,BKC,distortion control; MIG welding; SMAW,3,L1,3.3,15344,27783,NCS Portal,Stable
A2225B44,CNC/VMC Operator,Precision Engineering,Pune,Chakan,G-code programming; tolerance measurement; tool offsets; Fanuc CNC controls,4,L2,2.3,18280,37493,NCS Portal,Stable
C6B5C214,Electrician (Industrial),Electrical,Jalgaon,Jalgaon MIDC,motor winding; earthing; safety regulations; electrical drawings; PLC basics; panel wiring,3,L1,6.0,11912,24243,Company Website,Stable
C4C2BF10,Plumber,Construction,Thane,Bhiwandi,pipe fitting; sanitary installation; water treatment basics; plumbing drawings,3,L2,1.9,13603,24194,Naukri.com,Stable
40615DB6,Industrial IoT Technician,Industry 4.0,Raigad,Khopoli,sensor calibration; MQTT protocol; Python scripting; cloud dashboards,5,L3,1.0,26568,50193,LinkedIn,Emerging
B4C83431,AI-assisted Quality Inspector,Advanced Manufacturing,Aurangabad,Chikalthana,CMM operation; SPC analysis; defect classification; computer vision basics; image annotation; Python/ML awareness,5,L1,2.1,27490,44861,Times Jobs,Emerging
5F5C9C2D,Stenographer / Shorthand Typist,Administration,Satara,Satara MIDC,Pitman shorthand; typing speed 60wpm; filing systems,2,L1,2.0,7404,12049,apna.co,Declining
2E003E6B,Health & Safety Officer (Factory),Industrial Safety,Washim,Washim MIDC,statutory compliance; MSDS interpretation; fire drill coordination,5,L2,4.5,19150,37133,Company Website,Stable
358197DB,Electrician (Industrial),Electrical,Pune,Talegaon,earthing; electrical drawings; safety regulations; motor winding; panel wiring,3,L2,5.6,14173,29426,Company Website,Stable
A3AEC06F,CNC/VMC Operator,Precision Engineering,Kolhapur,Shiroli,Fanuc CNC controls; quality inspection; tool offsets; G-code programming,4,L1,0.2,16414,35142,Times Jobs,Stable
14D193BE,AC & Refrigeration Technician,HVAC,Thane,Murbad,AMC documentation; gas charging; refrigerant handling; electrical troubleshooting; VRF systems,4,L2,2.1,17370,32578,apna.co,Stable
347A0ED3,Data Entry Operator,IT/BPO,Pune,Chakan,tally basics; typing speed 40wpm; MS Office; basic internet,2,L1,2.8,9229,14695,LinkedIn,Declining
55010E15,Electrician (Industrial),Electrical,Pune,Talegaon,electrical drawings; PLC basics; earthing,3,L1,0.5,14753,28952,Times Jobs,Stable
CEAEFA42,Plumber,Construction,Sangli,Kupwad,water treatment basics; plumbing drawings; pipe fitting; sanitary installation; pressure testing,3,L2,1.8,11614,21298,Mahaswayam,Stable
2AD35792,EV Battery Assembly Technician,Electric Vehicles,Pune,Chakan,EV safety protocols; BMS calibration; spot welding,4,L1,0.6,22305,42600,apna.co,Emerging
64DBE6B5,Turnerr / Machinist,Precision Engineering,Palghar,Tarapur,measurement tools; lathe operation; coolant management,3,L1,2.4,11958,21905,LinkedIn,Stable
3810932F,Drone Pilot / UAV Technician,AgriTech / Surveillance,Nagpur,Butibori,geofencing; DGCA certification; drone maintenance; payload operations; flight planning; GPS calibration,4,L2,1.8,18891,42381,Company Website,Emerging
2417F3C9,CNC/VMC Operator,Precision Engineering,Mumbai,BKC,CAD/CAM basics; Fanuc CNC controls; tolerance measurement; G-code programming,4,L1,2.4,18190,38545,Indeed,Stable
836ABE9A,Manual Draftsman (Drawing Board),Engineering,Mumbai,BKC,manual drawing board; basic AutoCAD; 2D blueprint reading,3,L1,2.9,10360,17622,Naukri.com,Declining
400A0D92,Welder (MIG/TIG/Arc),Engineering,Thane,Bhiwandi,SMAW; PPE compliance; weld inspection,3,L1,4.4,14656,28016,NCS Portal,Stable
B663857E,AC & Refrigeration Technician,HVAC,Yavatmal,Pusad,gas charging; AMC documentation; refrigerant handling; VRF systems; BMS controls,4,L2,4.2,12504,24577,Company Website,Stable
DBAB0E76,Health & Safety Officer (Factory),Industrial Safety,Aurangabad,Chikalthana,MSDS interpretation; accident investigation; fire drill coordination; hazard identification,5,L2,3.8,24277,42433,Indeed,Stable
5AD187B7,Welder (MIG/TIG/Arc),Engineering,Ahmednagar,Rahuri,SMAW; TIG welding; weld inspection; distortion control; MIG welding,3,L2,7.8,11699,22335,Mahaswayam,Stable
C7789147,CNC/VMC Operator,Precision Engineering,Mumbai,Andheri-MIDC,Fanuc CNC controls; tool offsets; tolerance measurement; quality inspection; G-code programming,4,L2,1.4,18546,36875,Times Jobs,Stable
4C9F4AB0,Fitter (Industrial),Engineering,Washim,Washim MIDC,bench work; thread cutting; measurement tools; blueprint reading,3,L2,4.8,11217,19851,apna.co,Stable
E6811D2B,Stenographer / Shorthand Typist,Administration,Solapur,Chincholi,MS Word; typing speed 60wpm; filing systems,2,L3,0.7,8385,13913,LinkedIn,Declining
9BB83E36,EV Battery Assembly Technician,Electric Vehicles,Aurangabad,Shendra-AURIC,EV safety protocols; Li-ion cell handling; spot welding,4,L2,1.1,21103,39375,LinkedIn,Emerging
0832A570,Welder (MIG/TIG/Arc),Engineering,Mumbai,Andheri-MIDC,weld inspection; TIG welding; SMAW; PPE compliance,3,L2,6.8,15122,28940,NCS Portal,Stable
16A2432B,Drone Pilot / UAV Technician,AgriTech / Surveillance,Nagpur,MIDC Nagpur,GPS calibration; geofencing; drone maintenance; DGCA certification,4,L3,1.5,18332,41166,NCS Portal,Emerging
BDC3777E,CNC/VMC Operator,Precision Engineering,Pune,Chakan,tolerance measurement; CAD/CAM basics; tool offsets; G-code programming; quality inspection; Fanuc CNC controls,4,L2,4.8,19247,36672,Mahaswayam,Stable
08F3E88E,AI-assisted Quality Inspector,Advanced Manufacturing,Aurangabad,Chikalthana,image annotation; SPC analysis; Python/ML awareness; defect classification,5,L1,2.4,27345,45303,Indeed,Emerging
C6A45F5F,CNC/VMC Operator,Precision Engineering,Pune,Talegaon,quality inspection; G-code programming; tolerance measurement; CAD/CAM basics; tool offsets; Fanuc CNC controls,4,L2,1.0,18678,37267,Naukri.com,Stable
B28B34AB,Plumber,Construction,Gadchiroli,Gadchiroli MIDC,pipe fitting; pressure testing; water treatment basics; plumbing drawings; sanitary installation,3,L1,0.6,10574,18597,apna.co,Stable
9188F58E,EV Battery Assembly Technician,Electric Vehicles,Palghar,Tarapur,DC bus wiring; EV safety protocols; Li-ion cell handling; spot welding; thermal management,4,L1,0.7,19391,34325,NCS Portal,Emerging
3C2CA2A8,Turnerr / Machinist,Precision Engineering,Pune,Talegaon,turning & facing; measurement tools; coolant management; boring & drilling; lathe operation,3,L3,2.9,14578,26427,Naukri.com,Stable
9F7B9167,Industrial Robotics Maintenance Technician,Advanced Manufacturing,Nashik,Ambad,safety PLCs; FANUC/KUKA commissioning; pneumatic systems; PLC programming,5,L3,1.5,27026,51271,Times Jobs,Emerging
13D9C972,Fitter (Industrial),Engineering,Solapur,Akkalkot,assembly & fitting; blueprint reading; bench work; measurement tools; surface finishing; thread cutting,3,L2,4.5,13007,24838,Naukri.com,Stable
3458665E,Electrician (Industrial),Electrical,Nagpur,Hingna,panel wiring; electrical drawings; motor winding,3,L2,1.6,13616,25708,NCS Portal,Stable
270DCC4E,Drone Pilot / UAV Technician,AgriTech / Surveillance,Pune,Ranjangaon,payload operations; DGCA certification; drone maintenance,4,L1,2.2,21279,46870,apna.co,Emerging
F4F0BD24,Electrician (Industrial),Electrical,Nashik,Sinnar,PLC basics; earthing; panel wiring; electrical drawings; motor winding,3,L1,3.5,13103,24361,apna.co,Stable
BD5C2E06,CNC/VMC Operator,Precision Engineering,Pune,Pimpri-Chinchwad,tool offsets; quality inspection; CAD/CAM basics; Fanuc CNC controls; tolerance measurement; G-code programming,4,L2,1.0,18524,38713,Times Jobs,Stable
5742D60D,CNC/VMC Operator,Precision Engineering,Nagpur,Hingna,quality inspection; G-code programming; tolerance measurement,4,L3,1.4,17002,35696,LinkedIn,Stable
4C25FA94,Industrial Robotics Maintenance Technician,Advanced Manufacturing,Pune,Ranjangaon,safety PLCs; PLC programming; FANUC/KUKA commissioning; robot teach pendant,5,L1,4.8,29098,59906,Naukri.com,Emerging
8ED25706,Drone Pilot / UAV Technician,AgriTech / Surveillance,Pune,Pimpri-Chinchwad,drone maintenance; flight planning; GPS calibration; DGCA certification; geofencing,4,L1,1.9,20779,43933,Company Website,Emerging
F7F04703,Fitter (Industrial),Engineering,Nagpur,MIDC Nagpur,assembly & fitting; measurement tools; blueprint reading; bench work; surface finishing,3,L2,5.8,13026,24810,NCS Portal,Stable
9EB0A872,Textile Loom Operator,Textiles,Solapur,Akkalkot,loom maintenance; warp/weft threading; shuttle changeover,3,L1,2.7,9492,16189,Indeed,Declining
6612A6E6,AC & Refrigeration Technician,HVAC,Ratnagiri,Mirya,AMC documentation; refrigerant handling; VRF systems; gas charging,4,L3,0.6,12924,25376,Indeed,Stable
D92F618A,Fitter (Industrial),Engineering,Aurangabad,Chikalthana,measurement tools; surface finishing; thread cutting,3,L2,0.5,12931,24169,apna.co,Stable
58170462,Cold-Chain Logistics Coordinator,Logistics & Supply Chain,Nashik,Satpur,route optimization; FSSAI cold-chain norms; reefer truck ops,4,L2,3.8,17308,33750,LinkedIn,Emerging
C8A6936D,Electrician (Industrial),Electrical,Pune,Talegaon,electrical drawings; panel wiring; earthing; PLC basics; safety regulations,3,L1,1.4,14899,28295,Indeed,Stable
E05C4ADD,Fitter (Industrial),Engineering,Nagpur,Hingna,thread cutting; assembly & fitting; surface finishing; measurement tools; bench work,3,L1,1.5,13148,23491,NCS Portal,Stable
C9919643,AI-assisted Quality Inspector,Advanced Manufacturing,Pune,Ranjangaon,SPC analysis; computer vision basics; CMM operation,5,L1,1.0,30687,51761,Naukri.com,Emerging
9999AD55,Welder (MIG/TIG/Arc),Engineering,Mumbai,Andheri-MIDC,MIG welding; weld inspection; SMAW; distortion control; TIG welding; PPE compliance,3,L2,1.5,14519,29285,apna.co,Stable
15E1290F,Fitter (Industrial),Engineering,Pune,Ranjangaon,measurement tools; thread cutting; bench work,3,L2,3.1,14118,27192,NCS Portal,Stable
32CE9F96,Fitter (Industrial),Engineering,Ahmednagar,Shrirampur,bench work; blueprint reading; assembly & fitting; surface finishing; measurement tools; thread cutting,3,L3,3.2,11929,21458,LinkedIn,Stable
67C63AE5,Data Entry Operator,IT/BPO,Raigad,Khopoli,typing speed 40wpm; tally basics; basic internet,2,L1,2.7,7942,12114,Indeed,Declining
C2EF5620,EV Battery Assembly Technician,Electric Vehicles,Aurangabad,Waluj,DC bus wiring; spot welding; thermal management; BMS calibration; Li-ion cell handling; EV safety protocols,4,L2,1.3,20875,40168,Naukri.com,Emerging
28044DAF,Electrician (Industrial),Electrical,Thane,Dombivli-MIDC,PLC basics; electrical drawings; earthing,3,L2,2.3,15381,28535,NCS Portal,Stable
1FC2721E,Drone Pilot / UAV Technician,AgriTech / Surveillance,Nashik,Satpur,flight planning; GPS calibration; DGCA certification,4,L2,1.9,19280,39473,NCS Portal,Emerging
1EA34041,AC & Refrigeration Technician,HVAC,Mumbai,BKC,VRF systems; electrical troubleshooting; BMS controls; gas charging,4,L1,3.8,17459,33780,apna.co,Stable
D11A0A09,Turnerr / Machinist,Precision Engineering,Jalgaon,Bhusawal,measurement tools; coolant management; lathe operation; turning & facing,3,L2,1.5,12563,21094,LinkedIn,Stable
1EA9412C,Fitter (Industrial),Engineering,Thane,Murbad,surface finishing; assembly & fitting; bench work; blueprint reading; thread cutting; measurement tools,3,L3,4.2,15119,27136,Company Website,Stable
0E635186,Textile Loom Operator,Textiles,Kolhapur,Kagal,warp/weft threading; shuttle changeover; loom maintenance,3,L1,4.9,9035,15901,Mahaswayam,Declining
19B6B0D3,CNC/VMC Operator,Precision Engineering,Nashik,Sinnar,quality inspection; tool offsets; G-code programming,4,L3,2.1,16379,34178,Mahaswayam,Stable
BB25DB11,Industrial Robotics Maintenance Technician,Advanced Manufacturing,Nashik,Ambad,servo motor calibration; safety PLCs; PLC programming; FANUC/KUKA commissioning,5,L2,3.8,27491,52566,NCS Portal,Emerging
82EE4EC9,Electrician (Industrial),Electrical,Pune,Talegaon,earthing; electrical drawings; PLC basics,3,L3,5.1,14982,29566,Naukri.com,Stable
A4F2F4DE,Electrician (Industrial),Electrical,Palghar,Tarapur,earthing; electrical drawings; motor winding; panel wiring; safety regulations,3,L3,4.4,12053,24167,LinkedIn,Stable
80504CA2,Turnerr / Machinist,Precision Engineering,Aurangabad,Waluj,measurement tools; boring & drilling; turning & facing,3,L2,5.9,12745,24653,Mahaswayam,Stable
5F9FA889,Solar PV Installation Technician,Renewable Energy,Kolhapur,Kagal,shadow analysis; net metering; DC cabling; earthing & bonding,4,L2,0.5,14955,28614,NCS Portal,Emerging
07D73AE0,EV Battery Assembly Technician,Electric Vehicles,Mumbai,Andheri-MIDC,spot welding; EV safety protocols; DC bus wiring,4,L2,1.2,24105,43652,Naukri.com,Emerging
77420BC8,Fitter (Industrial),Engineering,Sangli,Kupwad,surface finishing; bench work; thread cutting; measurement tools; assembly & fitting; blueprint reading,3,L1,1.1,12257,21228,Indeed,Stable
F749D1E5,AC & Refrigeration Technician,HVAC,Pune,Chakan,BMS controls; gas charging; AMC documentation; refrigerant handling,4,L2,2.6,16803,33948,NCS Portal,Stable
483E4909,Plumber,Construction,Thane,Dombivli-MIDC,sanitary installation; water treatment basics; plumbing drawings; pressure testing,3,L3,5.3,14057,23960,Naukri.com,Stable
547BE213,Health & Safety Officer (Factory),Industrial Safety,Aurangabad,Chikalthana,hazard identification; statutory compliance; accident investigation; fire drill coordination; MSDS interpretation; permit-to-work,5,L2,4.6,23783,41137,Company Website,Stable
EF24FA2C,Green Building Technician,Construction,Gondia,Gondia MIDC,IGBC norms; energy auditing basics; rainwater harvesting,4,L2,2.2,13958,25813,Times Jobs,Emerging
D53EAF71,Health & Safety Officer (Factory),Industrial Safety,Thane,Bhiwandi,accident investigation; permit-to-work; hazard identification; fire drill coordination,5,L1,3.0,26272,46465,Naukri.com,Stable
CD120D1A,Offset Printer Operator,Printing & Packaging,Pune,Pimpri-Chinchwad,color registration; offset press operation; bindery operations; plate burning; ink mixing,3,L3,4.1,10052,19269,Indeed,Declining
3DF8B6ED,Welder (MIG/TIG/Arc),Engineering,Pune,Talegaon,PPE compliance; TIG welding; SMAW; weld inspection; MIG welding; distortion control,3,L2,2.0,14203,29742,apna.co,Stable
EAF1150C,Solar PV Installation Technician,Renewable Energy,Solapur,Chincholi,string inverter commissioning; rooftop module mounting; net metering,4,L1,2.1,15102,28499,Naukri.com,Emerging
02AFCA19,Welder (MIG/TIG/Arc),Engineering,Pune,Talegaon,SMAW; MIG welding; weld inspection; TIG welding,3,L2,5.5,15171,28911,apna.co,Stable
B425EAED,Manual Draftsman (Drawing Board),Engineering,Kolhapur,Gokul-Shirgaon,manual drawing board; basic AutoCAD; 2D blueprint reading,3,L2,1.3,9900,15229,apna.co,Declining
855DC71B,EV Battery Assembly Technician,Electric Vehicles,Pune,Pimpri-Chinchwad,thermal management; BMS calibration; spot welding,4,L2,2.9,22831,42703,Indeed,Emerging
2104D32A,Solar PV Installation Technician,Renewable Energy,Thane,Bhiwandi,earthing & bonding; net metering; DC cabling; shadow analysis,4,L2,1.4,16541,33601,NCS Portal,Emerging
1B94BEA8,Welder (MIG/TIG/Arc),Engineering,Raigad,Patalganga,weld inspection; SMAW; TIG welding; distortion control; PPE compliance; MIG welding,3,L1,1.3,12372,23135,apna.co,Stable
E211EE8D,Manual Draftsman (Drawing Board),Engineering,Thane,Bhiwandi,basic AutoCAD; T-square drafting; 2D blueprint reading; manual drawing board,3,L2,2.2,10885,17677,Indeed,Declining
DF31573E,Manual Draftsman (Drawing Board),Engineering,Pune,Chakan,2D blueprint reading; basic AutoCAD; manual drawing board,3,L3,0.7,10769,16215,Mahaswayam,Declining
F75EF4AC,Green Building Technician,Construction,Pune,Ranjangaon,EV charging infra; rainwater harvesting; BIM awareness,4,L2,2.1,18992,35927,Mahaswayam,Emerging
4C629603,CNC/VMC Operator,Precision Engineering,Kolhapur,Gokul-Shirgaon,tolerance measurement; tool offsets; Fanuc CNC controls,4,L3,4.3,17747,33877,LinkedIn,Stable
FB6A7EB8,AC & Refrigeration Technician,HVAC,Palghar,Manor,gas charging; AMC documentation; refrigerant handling; VRF systems; electrical troubleshooting; BMS controls,4,L3,3.2,13579,25595,Indeed,Stable
AFF10FDD,Fitter (Industrial),Engineering,Nagpur,Hingna,thread cutting; blueprint reading; assembly & fitting; measurement tools; surface finishing; bench work,3,L2,7.0,13593,24422,Mahaswayam,Stable
6373D633,Fitter (Industrial),Engineering,Thane,Bhiwandi,measurement tools; assembly & fitting; bench work; thread cutting; surface finishing,3,L1,6.3,15324,27741,Mahaswayam,Stable
85C3D4F6,Solar PV Installation Technician,Renewable Energy,Osmanabad,Osmanabad MIDC,DC cabling; net metering; string inverter commissioning; rooftop module mounting; earthing & bonding; shadow analysis,4,L3,0.8,12340,24297,Indeed,Emerging
21FE7EB3,Solar PV Installation Technician,Renewable Energy,Osmanabad,Osmanabad MIDC,string inverter commissioning; rooftop module mounting; DC cabling; shadow analysis,4,L1,1.5,12833,24449,NCS Portal,Emerging
29D70299,Fitter (Industrial),Engineering,Aurangabad,Shendra-AURIC,assembly & fitting; bench work; surface finishing,3,L2,5.3,13510,24483,NCS Portal,Stable
CBDF4700,Fitter (Industrial),Engineering,Satara,Satara MIDC,thread cutting; surface finishing; blueprint reading; bench work,3,L2,4.2,12355,21747,Naukri.com,Stable
E9E302DB,Offset Printer Operator,Printing & Packaging,Pune,Ranjangaon,offset press operation; plate burning; ink mixing; bindery operations; color registration,3,L1,0.3,10235,18587,Company Website,Declining
25B3FAE1,Electrician (Industrial),Electrical,Pune,Chakan,safety regulations; earthing; PLC basics; panel wiring; electrical drawings; motor winding,3,L2,3.0,15014,29865,Company Website,Stable
325B5207,Industrial Robotics Maintenance Technician,Advanced Manufacturing,Nashik,Ambad,servo motor calibration; robot teach pendant; PLC programming; pneumatic systems; FANUC/KUKA commissioning,5,L3,2.4,26648,50335,Indeed,Emerging
0CC67781,CNC/VMC Operator,Precision Engineering,Pune,Talegaon,tool offsets; CAD/CAM basics; Fanuc CNC controls; quality inspection; G-code programming; tolerance measurement,4,L3,3.6,18497,36808,Mahaswayam,Stable
7D527993,Industrial Robotics Maintenance Technician,Advanced Manufacturing,Aurangabad,Waluj,servo motor calibration; PLC programming; FANUC/KUKA commissioning; robot teach pendant; pneumatic systems; safety PLCs,5,L1,3.8,26835,49379,Times Jobs,Emerging
