iti_id,iti_name,district,industrial_cluster,tier,iti_type,course_name,sector,nsqf_level,duration_months,annual_intake_seats,placement_rate_pct,skills_taught,skills_gap,demand_alignment,mismatch_flag
ITI-MH-0054,Rayat Shikshan Sanstha ITI Nashik,Nashik,Satpur,tier2,Pvt,Offset Printing Technology,Printing,3,12,42,13.9,offset press operation; color registration; ink mixing; plate burning; bindery operations,digital printing (UV/DTF); pre-press DTP software; packaging design; flexographic printing,Declining,OVERSUPPLY_LOW_PLACEMENT
ITI-MH-0055,Govt ITI Nashik,Nashik,Ambad,tier2,Pvt,EV Battery Technician,Electric Vehicles,4,12,14,80.2,Li-ion cell handling; BMS calibration; spot welding; DC bus wiring; EV safety protocols; thermal management,solid-state battery handling; second-life battery repurposing; battery recycling processes; fast-charge system config,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0055,Govt ITI Nashik,Nashik,Ambad,tier2,Govt,Electrician,Electrical,3,24,55,54.2,panel wiring; earthing; motor winding; PLC basics; electrical drawings; safety regulations,VFD configuration; SCADA basics; smart metering; EV charging infra; solar grid interconnection,Stable,BALANCED
ITI-MH-0055,Govt ITI Nashik,Nashik,Ambad,tier2,Govt,Turner / Machinist,Precision Engg,3,24,37,49.7,lathe operation; turning & facing; boring & drilling; measurement tools; coolant management,CNC turning centres; live tooling; precision grinding; CMM measurement; ISO 9001 documentation,Stable,BALANCED
ITI-MH-0055,Govt ITI Nashik,Nashik,Ambad,tier2,Pvt,Industrial IoT Technician,Industry 4.0,5,12,18,81.0,MQTT protocol; OPC-UA; edge computing; sensor calibration; Python scripting; cloud dashboards,cybersecurity for OT networks; digital thread; 5G private network config; ML-based anomaly detection,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0056,Seva Sahayak ITI Sinnar,Nashik,Sinnar,tier2,Pvt,Green Building & Energy Audit,Construction,4,6,6,70.3,IGBC norms; MEP coordination; energy auditing basics; rainwater harvesting; BIM awareness; EV charging infra,ECBC compliance documentation; net-zero building modelling; green rating auditing; thermal comfort simulation,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0056,Seva Sahayak ITI Sinnar,Nashik,Sinnar,tier2,Pvt,Robotics & Automation,Adv Manufacturing,5,12,19,74.0,PLC programming; servo motor calibration; robot teach pendant; pneumatic systems; FANUC/KUKA commissioning,collaborative robot (cobot) programming; digital twin simulation; safety PLC; vision-guided robotics; ROS basics,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0056,Seva Sahayak ITI Sinnar,Nashik,Sinnar,tier2,Govt,Data Entry & Office Automation,IT/BPO,2,12,57,8.5,MS Office; typing speed 40wpm; basic internet browsing; data formatting; tally basics,AI/ML awareness; RPA tools; cloud-based ERP; Python scripting; database querying,Declining,OVERSUPPLY_LOW_PLACEMENT
ITI-MH-0056,Seva Sahayak ITI Sinnar,Nashik,Sinnar,tier2,Pvt,Drone Pilot & UAV Maintenance,AgriTech,4,6,16,78.7,DGCA certification; flight planning; GPS calibration; payload operations; drone maintenance; geofencing,LiDAR data processing; multi-spectral imaging analysis; swarm drone coordination; FPV racing & repair,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0056,Seva Sahayak ITI Sinnar,Nashik,Sinnar,tier2,Pvt,AI-Quality Inspection Tech,Adv Manufacturing,5,12,13,62.6,computer vision basics; image annotation; CMM operation; SPC analysis; defect classification; Python/ML awareness,model retraining pipelines; edge AI deployment; generative AI for test data; ISO 17025 lab accreditation,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0057,Lok Shikshan Sanstha ITI Sinnar,Nashik,Sinnar,tier2,Govt,Welder,Engineering,3,12,87,48.1,MIG welding; TIG welding; SMAW; weld inspection; distortion control; PPE compliance,underwater welding; robotic welding cell operation; NDT basics; structural welding codes; aluminium TIG,Stable,BALANCED
ITI-MH-0057,Lok Shikshan Sanstha ITI Sinnar,Nashik,Sinnar,tier2,Pvt,Cold-Chain & Logistics,Logistics,4,6,29,57.1,temperature monitoring; reefer truck ops; FSSAI cold-chain norms; inventory management; WMS software,blockchain-based traceability; EV reefer vehicle ops; predictive maintenance for cold rooms; last-mile route AI,Emerging,BALANCED
ITI-MH-0057,Lok Shikshan Sanstha ITI Sinnar,Nashik,Sinnar,tier2,Govt,Textile Weaving / Loom,Textiles,3,12,54,11.9,power loom setup; warp/weft threading; shuttle changeover; quality grading; loom maintenance,jacquard CAD design; technical textiles; ERP-based production planning; e-commerce product listing,Declining,OVERSUPPLY_LOW_PLACEMENT
ITI-MH-0058,Tata Strive Centre Sinnar,Nashik,Sinnar,tier2,Govt,Turner / Machinist,Precision Engg,3,24,56,54.0,lathe operation; turning & facing; boring & drilling; measurement tools; coolant management,CNC turning centres; live tooling; precision grinding; CMM measurement; ISO 9001 documentation,Stable,BALANCED
ITI-MH-0058,Tata Strive Centre Sinnar,Nashik,Sinnar,tier2,Govt,Electrician,Electrical,3,24,42,67.0,panel wiring; earthing; motor winding; PLC basics; electrical drawings; safety regulations,VFD configuration; SCADA basics; smart metering; EV charging infra; solar grid interconnection,Stable,BALANCED
ITI-MH-0058,Tata Strive Centre Sinnar,Nashik,Sinnar,tier2,Govt,Draughtsman (Civil/Mechanical),Engineering,3,24,84,26.6,manual drawing board; T-square drafting; 2D blueprint reading; basic AutoCAD; orthographic projection,3D CAD modelling (SolidWorks/CATIA); BIM software; parametric design; GD&T; simulation basics,Declining,BALANCED
ITI-MH-0059,NTTF Centre Ambad,Nashik,Ambad,tier2,Pvt,Green Building & Energy Audit,Construction,4,6,10,53.4,IGBC norms; MEP coordination; energy auditing basics; rainwater harvesting; BIM awareness; EV charging infra,ECBC compliance documentation; net-zero building modelling; green rating auditing; thermal comfort simulation,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0060,Tata Strive Centre Satpur,Nashik,Satpur,tier2,Govt,Shorthand & Stenography,Administration,2,12,29,12.9,Pitman shorthand; typing speed 60wpm; MS Word; filing systems; basic correspondence,digital transcription tools; voice-to-text software; calendar management; CRM usage,Declining,OVERSUPPLY_LOW_PLACEMENT
ITI-MH-0060,Tata Strive Centre Satpur,Nashik,Satpur,tier2,Pvt,Industrial IoT Technician,Industry 4.0,5,12,20,65.0,MQTT protocol; OPC-UA; edge computing; sensor calibration; Python scripting; cloud dashboards,cybersecurity for OT networks; digital thread; 5G private network config; ML-based anomaly detection,Emerging,BALANCED
ITI-MH-0061,Lok Shikshan Sanstha ITI Satpur,Nashik,Satpur,tier2,Pvt,Drone Pilot & UAV Maintenance,AgriTech,4,6,18,68.6,DGCA certification; flight planning; GPS calibration; payload operations; drone maintenance; geofencing,LiDAR data processing; multi-spectral imaging analysis; swarm drone coordination; FPV racing & repair,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0061,Lok Shikshan Sanstha ITI Satpur,Nashik,Satpur,tier2,Pvt,AC & Refrigeration Mechanic,HVAC,4,24,32,59.9,VRF systems; refrigerant handling; gas charging; electrical troubleshooting; BMS controls; AMC documentation,IoT-enabled HVAC monitoring; heat pump systems; cold-chain reefer servicing; LEED commissioning,Stable,BALANCED
ITI-MH-0062,MSBTE Affiliated ITI Nashik,Nashik,Sinnar,tier2,Govt,Data Entry & Office Automation,IT/BPO,2,12,38,14.2,MS Office; typing speed 40wpm; basic internet browsing; data formatting; tally basics,AI/ML awareness; RPA tools; cloud-based ERP; Python scripting; database querying,Declining,OVERSUPPLY_LOW_PLACEMENT
ITI-MH-0062,MSBTE Affiliated ITI Nashik,Nashik,Sinnar,tier2,Govt,Textile Weaving / Loom,Textiles,3,12,59,14.1,power loom setup; warp/weft threading; shuttle changeover; quality grading; loom maintenance,jacquard CAD design; technical textiles; ERP-based production planning; e-commerce product listing,Declining,OVERSUPPLY_LOW_PLACEMENT
ITI-MH-0062,MSBTE Affiliated ITI Nashik,Nashik,Sinnar,tier2,Pvt,Drone Pilot & UAV Maintenance,AgriTech,4,6,15,55.1,DGCA certification; flight planning; GPS calibration; payload operations; drone maintenance; geofencing,LiDAR data processing; multi-spectral imaging analysis; swarm drone coordination; FPV racing & repair,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0063,Tata Strive Centre Chikalthana,Aurangabad,Chikalthana,tier2,Govt,Draughtsman (Civil/Mechanical),Engineering,3,24,49,27.8,manual drawing board; T-square drafting; 2D blueprint reading; basic AutoCAD; orthographic projection,3D CAD modelling (SolidWorks/CATIA); BIM software; parametric design; GD&T; simulation basics,Declining,BALANCED
ITI-MH-0063,Tata Strive Centre Chikalthana,Aurangabad,Chikalthana,tier2,Govt,Plumber,Construction,3,12,27,39.1,pipe fitting; sanitary installation; plumbing drawings; water treatment basics; pressure testing,CPVC/HDPE piping; rainwater harvesting systems; fire suppression piping; BIM coordination,Stable,BALANCED
ITI-MH-0064,Progressive Polytechnic & ITI Chikalthana,Aurangabad,Chikalthana,tier2,Pvt,Robotics & Automation,Adv Manufacturing,5,12,13,83.3,PLC programming; servo motor calibration; robot teach pendant; pneumatic systems; FANUC/KUKA commissioning,collaborative robot (cobot) programming; digital twin simulation; safety PLC; vision-guided robotics; ROS basics,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0064,Progressive Polytechnic & ITI Chikalthana,Aurangabad,Chikalthana,tier2,Pvt,Industrial IoT Technician,Industry 4.0,5,12,7,86.0,MQTT protocol; OPC-UA; edge computing; sensor calibration; Python scripting; cloud dashboards,cybersecurity for OT networks; digital thread; 5G private network config; ML-based anomaly detection,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0064,Progressive Polytechnic & ITI Chikalthana,Aurangabad,Chikalthana,tier2,Pvt,CNC/VMC Operator,Precision Engg,4,12,32,63.4,G-code programming; Fanuc CNC controls; tool offsets; quality inspection; CAD/CAM basics; tolerance measurement,5-axis machining; Mastercam post-processing; in-process gauging; robotic tending; digital twin simulation,Stable,BALANCED
ITI-MH-0064,Progressive Polytechnic & ITI Chikalthana,Aurangabad,Chikalthana,tier2,Pvt,Offset Printing Technology,Printing,3,12,32,10.4,offset press operation; color registration; ink mixing; plate burning; bindery operations,digital printing (UV/DTF); pre-press DTP software; packaging design; flexographic printing,Declining,OVERSUPPLY_LOW_PLACEMENT
ITI-MH-0065,KVK ITI Aurangabad,Aurangabad,Waluj,tier2,Govt,Shorthand & Stenography,Administration,2,12,49,7.1,Pitman shorthand; typing speed 60wpm; MS Word; filing systems; basic correspondence,digital transcription tools; voice-to-text software; calendar management; CRM usage,Declining,OVERSUPPLY_LOW_PLACEMENT
ITI-MH-0065,KVK ITI Aurangabad,Aurangabad,Waluj,tier2,Pvt,Industrial IoT Technician,Industry 4.0,5,12,9,83.0,MQTT protocol; OPC-UA; edge computing; sensor calibration; Python scripting; cloud dashboards,cybersecurity for OT networks; digital thread; 5G private network config; ML-based anomaly detection,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0065,KVK ITI Aurangabad,Aurangabad,Waluj,tier2,Pvt,Offset Printing Technology,Printing,3,12,34,8.6,offset press operation; color registration; ink mixing; plate burning; bindery operations,digital printing (UV/DTF); pre-press DTP software; packaging design; flexographic printing,Declining,OVERSUPPLY_LOW_PLACEMENT
ITI-MH-0066,MSBTE Affiliated ITI Aurangabad,Aurangabad,Shendra-AURIC,tier2,Govt,Shorthand & Stenography,Administration,2,12,27,15.5,Pitman shorthand; typing speed 60wpm; MS Word; filing systems; basic correspondence,digital transcription tools; voice-to-text software; calendar management; CRM usage,Declining,OVERSUPPLY_LOW_PLACEMENT
ITI-MH-0066,MSBTE Affiliated ITI Aurangabad,Aurangabad,Shendra-AURIC,tier2,Pvt,Robotics & Automation,Adv Manufacturing,5,12,19,76.7,PLC programming; servo motor calibration; robot teach pendant; pneumatic systems; FANUC/KUKA commissioning,collaborative robot (cobot) programming; digital twin simulation; safety PLC; vision-guided robotics; ROS basics,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0067,Rayat Shikshan Sanstha ITI Aurangabad,Aurangabad,Waluj,tier2,Govt,Welder,Engineering,3,12,72,49.6,MIG welding; TIG welding; SMAW; weld inspection; distortion control; PPE compliance,underwater welding; robotic welding cell operation; NDT basics; structural welding codes; aluminium TIG,Stable,BALANCED
ITI-MH-0067,Rayat Shikshan Sanstha ITI Aurangabad,Aurangabad,Waluj,tier2,Pvt,Solar PV Technician,Renewable Energy,4,6,17,78.4,string inverter commissioning; rooftop module mounting; earthing & bonding; DC cabling; net metering,BESS integration; bifacial module handling; SCADA monitoring; drone-based O&M; agrivoltaic installation,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0068,MSBTE Affiliated ITI Aurangabad,Aurangabad,Chikalthana,tier2,Govt,Fitter,Engineering,3,24,90,45.9,bench work; assembly & fitting; measurement tools; blueprint reading; thread cutting; surface finishing,CNC fixture assembly; pneumatic systems; hydraulic fitting; 5S/lean manufacturing; digital measurement,Stable,BALANCED
ITI-MH-0068,MSBTE Affiliated ITI Aurangabad,Aurangabad,Chikalthana,tier2,Pvt,Green Building & Energy Audit,Construction,4,6,11,72.2,IGBC norms; MEP coordination; energy auditing basics; rainwater harvesting; BIM awareness; EV charging infra,ECBC compliance documentation; net-zero building modelling; green rating auditing; thermal comfort simulation,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0069,MSBTE Affiliated ITI Aurangabad,Aurangabad,Waluj,tier2,Pvt,CNC/VMC Operator,Precision Engg,4,12,30,54.8,G-code programming; Fanuc CNC controls; tool offsets; quality inspection; CAD/CAM basics; tolerance measurement,5-axis machining; Mastercam post-processing; in-process gauging; robotic tending; digital twin simulation,Stable,BALANCED
ITI-MH-0069,MSBTE Affiliated ITI Aurangabad,Aurangabad,Waluj,tier2,Pvt,Green Building & Energy Audit,Construction,4,6,6,67.1,IGBC norms; MEP coordination; energy auditing basics; rainwater harvesting; BIM awareness; EV charging infra,ECBC compliance documentation; net-zero building modelling; green rating auditing; thermal comfort simulation,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0070,JSW Skills ITI Shendra-AURIC,Aurangabad,Shendra-AURIC,tier2,Pvt,Solar PV Technician,Renewable Energy,4,6,17,58.5,string inverter commissioning; rooftop module mounting; earthing & bonding; DC cabling; net metering,BESS integration; bifacial module handling; SCADA monitoring; drone-based O&M; agrivoltaic installation,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0070,JSW Skills ITI Shendra-AURIC,Aurangabad,Shendra-AURIC,tier2,Pvt,Cold-Chain & Logistics,Logistics,4,6,16,48.4,temperature monitoring; reefer truck ops; FSSAI cold-chain norms; inventory management; WMS software,blockchain-based traceability; EV reefer vehicle ops; predictive maintenance for cold rooms; last-mile route AI,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0071,Bharat ITI Aurangabad,Aurangabad,Chikalthana,tier2,Pvt,Drone Pilot & UAV Maintenance,AgriTech,4,6,8,69.1,DGCA certification; flight planning; GPS calibration; payload operations; drone maintenance; geofencing,LiDAR data processing; multi-spectral imaging analysis; swarm drone coordination; FPV racing & repair,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0071,Bharat ITI Aurangabad,Aurangabad,Chikalthana,tier2,Pvt,Cold-Chain & Logistics,Logistics,4,6,24,53.1,temperature monitoring; reefer truck ops; FSSAI cold-chain norms; inventory management; WMS software,blockchain-based traceability; EV reefer vehicle ops; predictive maintenance for cold rooms; last-mile route AI,Emerging,BALANCED
ITI-MH-0071,Bharat ITI Aurangabad,Aurangabad,Chikalthana,tier2,Pvt,Solar PV Technician,Renewable Energy,4,6,10,73.5,string inverter commissioning; rooftop module mounting; earthing & bonding; DC cabling; net metering,BESS integration; bifacial module handling; SCADA monitoring; drone-based O&M; agrivoltaic installation,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0071,Bharat ITI Aurangabad,Aurangabad,Chikalthana,tier2,Pvt,AI-Quality Inspection Tech,Adv Manufacturing,5,12,5,63.0,computer vision basics; image annotation; CMM operation; SPC analysis; defect classification; Python/ML awareness,model retraining pipelines; edge AI deployment; generative AI for test data; ISO 17025 lab accreditation,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0072,Rayat Shikshan Sanstha ITI Nagpur,Nagpur,Butibori,tier2,Govt,Draughtsman (Civil/Mechanical),Engineering,3,24,57,12.6,manual drawing board; T-square drafting; 2D blueprint reading; basic AutoCAD; orthographic projection,3D CAD modelling (SolidWorks/CATIA); BIM software; parametric design; GD&T; simulation basics,Declining,OVERSUPPLY_LOW_PLACEMENT
ITI-MH-0072,Rayat Shikshan Sanstha ITI Nagpur,Nagpur,Butibori,tier2,Govt,Data Entry & Office Automation,IT/BPO,2,12,54,15.9,MS Office; typing speed 40wpm; basic internet browsing; data formatting; tally basics,AI/ML awareness; RPA tools; cloud-based ERP; Python scripting; database querying,Declining,OVERSUPPLY_LOW_PLACEMENT
ITI-MH-0072,Rayat Shikshan Sanstha ITI Nagpur,Nagpur,Butibori,tier2,Pvt,Cold-Chain & Logistics,Logistics,4,6,22,48.3,temperature monitoring; reefer truck ops; FSSAI cold-chain norms; inventory management; WMS software,blockchain-based traceability; EV reefer vehicle ops; predictive maintenance for cold rooms; last-mile route AI,Emerging,BALANCED
ITI-MH-0073,NTTF Centre Hingna,Nagpur,Hingna,tier2,Govt,Shorthand & Stenography,Administration,2,12,33,12.4,Pitman shorthand; typing speed 60wpm; MS Word; filing systems; basic correspondence,digital transcription tools; voice-to-text software; calendar management; CRM usage,Declining,OVERSUPPLY_LOW_PLACEMENT
ITI-MH-0073,NTTF Centre Hingna,Nagpur,Hingna,tier2,Pvt,Solar PV Technician,Renewable Energy,4,6,33,59.1,string inverter commissioning; rooftop module mounting; earthing & bonding; DC cabling; net metering,BESS integration; bifacial module handling; SCADA monitoring; drone-based O&M; agrivoltaic installation,Emerging,BALANCED
ITI-MH-0073,NTTF Centre Hingna,Nagpur,Hingna,tier2,Govt,Plumber,Construction,3,12,47,31.5,pipe fitting; sanitary installation; plumbing drawings; water treatment basics; pressure testing,CPVC/HDPE piping; rainwater harvesting systems; fire suppression piping; BIM coordination,Stable,BALANCED
ITI-MH-0074,Rayat Shikshan Sanstha ITI Nagpur,Nagpur,Butibori,tier2,Pvt,Green Building & Energy Audit,Construction,4,6,10,60.1,IGBC norms; MEP coordination; energy auditing basics; rainwater harvesting; BIM awareness; EV charging infra,ECBC compliance documentation; net-zero building modelling; green rating auditing; thermal comfort simulation,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0075,Progressive Polytechnic & ITI Hingna,Nagpur,Hingna,tier2,Pvt,Green Building & Energy Audit,Construction,4,6,7,68.1,IGBC norms; MEP coordination; energy auditing basics; rainwater harvesting; BIM awareness; EV charging infra,ECBC compliance documentation; net-zero building modelling; green rating auditing; thermal comfort simulation,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0075,Progressive Polytechnic & ITI Hingna,Nagpur,Hingna,tier2,Pvt,Solar PV Technician,Renewable Energy,4,6,29,73.1,string inverter commissioning; rooftop module mounting; earthing & bonding; DC cabling; net metering,BESS integration; bifacial module handling; SCADA monitoring; drone-based O&M; agrivoltaic installation,Emerging,BALANCED
ITI-MH-0075,Progressive Polytechnic & ITI Hingna,Nagpur,Hingna,tier2,Pvt,Industrial IoT Technician,Industry 4.0,5,12,10,70.4,MQTT protocol; OPC-UA; edge computing; sensor calibration; Python scripting; cloud dashboards,cybersecurity for OT networks; digital thread; 5G private network config; ML-based anomaly detection,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0075,Progressive Polytechnic & ITI Hingna,Nagpur,Hingna,tier2,Pvt,Offset Printing Technology,Printing,3,12,46,9.2,offset press operation; color registration; ink mixing; plate burning; bindery operations,digital printing (UV/DTF); pre-press DTP software; packaging design; flexographic printing,Declining,OVERSUPPLY_LOW_PLACEMENT
ITI-MH-0075,Progressive Polytechnic & ITI Hingna,Nagpur,Hingna,tier2,Pvt,Robotics & Automation,Adv Manufacturing,5,12,10,60.7,PLC programming; servo motor calibration; robot teach pendant; pneumatic systems; FANUC/KUKA commissioning,collaborative robot (cobot) programming; digital twin simulation; safety PLC; vision-guided robotics; ROS basics,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0076,Bharat ITI Solapur,Solapur,Hotgi,tier2,Pvt,AC & Refrigeration Mechanic,HVAC,4,24,45,55.8,VRF systems; refrigerant handling; gas charging; electrical troubleshooting; BMS controls; AMC documentation,IoT-enabled HVAC monitoring; heat pump systems; cold-chain reefer servicing; LEED commissioning,Stable,BALANCED
ITI-MH-0076,Bharat ITI Solapur,Solapur,Hotgi,tier2,Pvt,Solar PV Technician,Renewable Energy,4,6,10,54.8,string inverter commissioning; rooftop module mounting; earthing & bonding; DC cabling; net metering,BESS integration; bifacial module handling; SCADA monitoring; drone-based O&M; agrivoltaic installation,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0076,Bharat ITI Solapur,Solapur,Hotgi,tier2,Govt,Data Entry & Office Automation,IT/BPO,2,12,50,13.8,MS Office; typing speed 40wpm; basic internet browsing; data formatting; tally basics,AI/ML awareness; RPA tools; cloud-based ERP; Python scripting; database querying,Declining,OVERSUPPLY_LOW_PLACEMENT
ITI-MH-0076,Bharat ITI Solapur,Solapur,Hotgi,tier2,Govt,Welder,Engineering,3,12,97,55.7,MIG welding; TIG welding; SMAW; weld inspection; distortion control; PPE compliance,underwater welding; robotic welding cell operation; NDT basics; structural welding codes; aluminium TIG,Stable,BALANCED
ITI-MH-0076,Bharat ITI Solapur,Solapur,Hotgi,tier2,Pvt,EV Battery Technician,Electric Vehicles,4,12,19,84.0,Li-ion cell handling; BMS calibration; spot welding; DC bus wiring; EV safety protocols; thermal management,solid-state battery handling; second-life battery repurposing; battery recycling processes; fast-charge system config,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0077,KVK ITI Solapur,Solapur,Akkalkot,tier2,Govt,Shorthand & Stenography,Administration,2,12,46,14.7,Pitman shorthand; typing speed 60wpm; MS Word; filing systems; basic correspondence,digital transcription tools; voice-to-text software; calendar management; CRM usage,Declining,OVERSUPPLY_LOW_PLACEMENT
ITI-MH-0077,KVK ITI Solapur,Solapur,Akkalkot,tier2,Pvt,Green Building & Energy Audit,Construction,4,6,5,74.1,IGBC norms; MEP coordination; energy auditing basics; rainwater harvesting; BIM awareness; EV charging infra,ECBC compliance documentation; net-zero building modelling; green rating auditing; thermal comfort simulation,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0078,Seva Sahayak ITI Hotgi,Solapur,Hotgi,tier2,Govt,Welder,Engineering,3,12,46,49.4,MIG welding; TIG welding; SMAW; weld inspection; distortion control; PPE compliance,underwater welding; robotic welding cell operation; NDT basics; structural welding codes; aluminium TIG,Stable,BALANCED
ITI-MH-0079,Shri Shivaji ITI Chincholi,Solapur,Chincholi,tier2,Govt,Welder,Engineering,3,12,49,44.3,MIG welding; TIG welding; SMAW; weld inspection; distortion control; PPE compliance,underwater welding; robotic welding cell operation; NDT basics; structural welding codes; aluminium TIG,Stable,BALANCED
ITI-MH-0079,Shri Shivaji ITI Chincholi,Solapur,Chincholi,tier2,Pvt,Offset Printing Technology,Printing,3,12,24,13.7,offset press operation; color registration; ink mixing; plate burning; bindery operations,digital printing (UV/DTF); pre-press DTP software; packaging design; flexographic printing,Declining,OVERSUPPLY_LOW_PLACEMENT
ITI-MH-0079,Shri Shivaji ITI Chincholi,Solapur,Chincholi,tier2,Govt,Data Entry & Office Automation,IT/BPO,2,12,64,9.9,MS Office; typing speed 40wpm; basic internet browsing; data formatting; tally basics,AI/ML awareness; RPA tools; cloud-based ERP; Python scripting; database querying,Declining,OVERSUPPLY_LOW_PLACEMENT
ITI-MH-0079,Shri Shivaji ITI Chincholi,Solapur,Chincholi,tier2,Govt,Plumber,Construction,3,12,39,49.0,pipe fitting; sanitary installation; plumbing drawings; water treatment basics; pressure testing,CPVC/HDPE piping; rainwater harvesting systems; fire suppression piping; BIM coordination,Stable,BALANCED
ITI-MH-0080,Maharashtra Industrial Training Institute Akkalkot,Solapur,Akkalkot,tier2,Pvt,Offset Printing Technology,Printing,3,12,25,10.5,offset press operation; color registration; ink mixing; plate burning; bindery operations,digital printing (UV/DTF); pre-press DTP software; packaging design; flexographic printing,Declining,OVERSUPPLY_LOW_PLACEMENT
ITI-MH-0080,Maharashtra Industrial Training Institute Akkalkot,Solapur,Akkalkot,tier2,Pvt,AI-Quality Inspection Tech,Adv Manufacturing,5,12,11,88.9,computer vision basics; image annotation; CMM operation; SPC analysis; defect classification; Python/ML awareness,model retraining pipelines; edge AI deployment; generative AI for test data; ISO 17025 lab accreditation,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0080,Maharashtra Industrial Training Institute Akkalkot,Solapur,Akkalkot,tier2,Govt,Textile Weaving / Loom,Textiles,3,12,37,16.6,power loom setup; warp/weft threading; shuttle changeover; quality grading; loom maintenance,jacquard CAD design; technical textiles; ERP-based production planning; e-commerce product listing,Declining,OVERSUPPLY_LOW_PLACEMENT
ITI-MH-0080,Maharashtra Industrial Training Institute Akkalkot,Solapur,Akkalkot,tier2,Govt,Turner / Machinist,Precision Engg,3,24,49,57.5,lathe operation; turning & facing; boring & drilling; measurement tools; coolant management,CNC turning centres; live tooling; precision grinding; CMM measurement; ISO 9001 documentation,Stable,BALANCED
ITI-MH-0081,Lok Shikshan Sanstha ITI Akkalkot,Solapur,Akkalkot,tier2,Govt,Draughtsman (Civil/Mechanical),Engineering,3,24,50,26.1,manual drawing board; T-square drafting; 2D blueprint reading; basic AutoCAD; orthographic projection,3D CAD modelling (SolidWorks/CATIA); BIM software; parametric design; GD&T; simulation basics,Declining,BALANCED
ITI-MH-0081,Lok Shikshan Sanstha ITI Akkalkot,Solapur,Akkalkot,tier2,Pvt,Solar PV Technician,Renewable Energy,4,6,18,78.5,string inverter commissioning; rooftop module mounting; earthing & bonding; DC cabling; net metering,BESS integration; bifacial module handling; SCADA monitoring; drone-based O&M; agrivoltaic installation,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0082,NTTF Centre Kagal,Kolhapur,Kagal,tier2,Pvt,Industrial IoT Technician,Industry 4.0,5,12,11,61.5,MQTT protocol; OPC-UA; edge computing; sensor calibration; Python scripting; cloud dashboards,cybersecurity for OT networks; digital thread; 5G private network config; ML-based anomaly detection,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0082,NTTF Centre Kagal,Kolhapur,Kagal,tier2,Govt,Plumber,Construction,3,12,31,48.9,pipe fitting; sanitary installation; plumbing drawings; water treatment basics; pressure testing,CPVC/HDPE piping; rainwater harvesting systems; fire suppression piping; BIM coordination,Stable,BALANCED
ITI-MH-0082,NTTF Centre Kagal,Kolhapur,Kagal,tier2,Pvt,Drone Pilot & UAV Maintenance,AgriTech,4,6,19,68.7,DGCA certification; flight planning; GPS calibration; payload operations; drone maintenance; geofencing,LiDAR data processing; multi-spectral imaging analysis; swarm drone coordination; FPV racing & repair,Emerging,UNDERSUPPLY_HIGH_DEMAND
ITI-MH-0083,Govt ITI Kolhapur,Kolhapur,Shiroli,tier2,Govt,Welder,Engineering,3,12,60,51.9,MIG welding; TIG welding; SMAW; weld inspection; distortion control; PPE compliance,underwater welding; robotic welding cell operation; NDT basics; structural welding codes; aluminium TIG,Stable,BALANCED
